TARGET_SERVICE_ID,GENERAL_NOTE,TARGET_ID,TARGET_NAME
111063910342001,"<iframe src=""https://york.scholarsportal.info/licenses/ATLAS/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",111063910342000,EBSCOHOST_ATLA_SERIALS
111064877009001,"<iframe src=""https://york.scholarsportal.info/licenses/JSTOR_Archive_8_Collections/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",111064877009000,JSTOR_ARTS_AND_SCIENCES_III
111071529332001,"<iframe src=""https://york.scholarsportal.info/licenses/PsycArticles/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",111071529332000,CSA_PSYCARTICLES
111081201237001,"<iframe src=""https://york.scholarsportal.info/licenses/JSTOR_Archive_8_Collections/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",111081201237000,JSTOR_ARTS_AND_SCIENCES_IV
111088000914001,"<iframe src=""https://york.scholarsportal.info/licenses/Gale_Databases/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",111088000914000,GALEGROUP_IT_CPI_Q
111093452830001,"<iframe src=""https://york.scholarsportal.info/licenses/AGIS_Plus_Text/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",111093452830000,INFORMIT_AGIS_PLUS_TEXT
2420000000000006,"<iframe src=https://york.scholarsportal.info/licenses/nineteenth_Century_US_Newspapers/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",2420000000000005,GALEGROUP_NINETEENTH_CENTURY_US_NEWSPAPERS
2470000000000006,"<iframe src=https://york.scholarsportal.info/licenses/african_american_newspapers/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",2470000000000006,NEWSBANK_AFRICAN_AMERICAN_NEWSPAPERS
110974746497577,"<iframe src=https://york.scholarsportal.info/licenses/World_Scientific_Online_Journal/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",110974746497576,WORLD_SCIENTIFIC_JOURNALS
110974981438697,"<iframe src=https://york.scholarsportal.info/licenses/SIAM/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",110974981438696,SIAM_SOCIETY_FOR_INDUSTRIAL_AND_APPLIED_MATHEMATICS_CURRENT
110974981369254,"<iframe src=https://york.scholarsportal.info/licenses/Nature_Journals_OCUL/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",110974981369253,NATURE
110974981684525,"<iframe src= https://york.scholarsportal.info/licenses/Oxford_Journals_Online/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",110974981684524,OXFORD_UNIVERSITY_PRESS_COMPLETE
110974981955492,"<iframe src=https://york.scholarsportal.info/licenses/American_Physical_Society_Journals_OCUL/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",110974981955491,AMERICAN_PHYSICAL_SOCIETY_PROLA
110974982152146,"<iframe src=""https://york.scholarsportal.info/licenses/RSC_Electronic_Journals/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",110974982152145,ROYAL_SOCIETY_OF_CHEMISTRY_JOURNALS
110982941620420,"<iframe src=https://york.scholarsportal.info/licenses/OSA_Online/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",110982941620419,OPTICAL_SOCIETY_JOURNALS
110974475531563,"<iframe src=https://york.scholarsportal.info/licenses/De_Gruyter_Journals_OCUL/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",110974475531562,DE_GRUYTER_ONLINE_JOURNALS
111058275372002,"<iframe src=""https://york.scholarsportal.info/licenses/Annual_Reviews/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",111058275372000,ANNUAL_REVIEWS_COMPLETE
3780000000001099,"<iframe src=http://york.scholarsportal.info/licenses/Grove_Art/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",3780000000001145,OXFORD_ART_ONLINE
110982940858952,"<iframe src=http://ocul.scholarsportal.info/licenses/IEL/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",110982940858951,IEEE_XPLORE_JOURNALS_IEL
110974884846160,"<iframe src=""https://york.scholarsportal.info/licenses/American_Chemical_Society_Web_Editions/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",110974884846159,AMERICAN_CHEMICAL_SOCIETY_JOURNALS
110974884881425,"<iframe src=""https://york.scholarsportal.info/licenses/American_Mathematical_Society_Online_Journals/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",110974884881424,AMERICAN_MATHEMATICAL_SOCIETY_JOURNALS
110974887979762,"<iframe src=https://york.scholarsportal.info/licenses/EDP_Sciences_Electronic_Journals/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>  ",110974887979761,EDP_SCIENCES
110992297990001,"<iframe src=https://york.scholarsportal.info/licenses/Ovid_Nursing_Journals/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",110992297990000,OVID_JOURNALS_AT_OVID
110975593244097,"<iframe src=""https://york.scholarsportal.info/licenses/Business_Source_Premier/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",110975593244095,EBSCOHOST_BUSINESS_SOURCE_PREMIER
110982943145878,"<iframe src=""https://york.scholarsportal.info/licenses/allen/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",110982943145876,ALLEN_PRESS_MISCELLANEOUS
110983567383999,"<iframe src=https://york.scholarsportal.info/licenses/Journals_at_OVID_LWW/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",110983567383998,LIPPINCOTT
1000000000001270,"<iframe src=""https://york.scholarsportal.info/licenses/ScienceDirect/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",110983570089325,ELSEVIER_SD_SCIENCEDIRECT_COMPLETE
110986396964980,"<iframe src=""https://york.scholarsportal.info/licenses/BioOne_1/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",110986396964979,BIO_ONE_1
111034868611001,"<iframe src=""https://york.scholarsportal.info/licenses/amercian_college_of_physicians/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",111034868611000,AMERICAN_COLLEGE_OF_PHYSICIANS_ASIM
110990127219001,"<iframe src=""https://york.scholarsportal.info/licenses/Turpion/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",110990127219000,TURPION
110993827423001,"<iframe src=https://york.scholarsportal.info/licenses/Emerald_Journals/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",110993827423000,EMERALD_A-Z_CURRENT_JOURNALS
110997450724001,"<iframe src=""https://york.scholarsportal.info/licenses/LexisNexis_Academic/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",110997450724000,LEXISNEXIS_ACADEMIC
110997795656001,"<iframe src= https://york.scholarsportal.info/licenses/NRC_Research_Press/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",110997795655000,CANADIAN_SCIENCE_PUBLISHING_NRC_RESEARCH_PRESS_CURRENT_JOURNALS
110997803289001,"<iframe src=https://york.scholarsportal.info/licenses/Pion_Electronic_Journals/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",110997803289000,PION_LTD
111019664464001,"<iframe src=""https://york.scholarsportal.info/licenses/Canadian_Mathematical_Society/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",111019664464000,CANADIAN_MATHEMATICAL_SOCIETY
1000000000002240,"<iframe src=""https://york.scholarsportal.info/licenses/JSTOR_Archive_8_Collections/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000001588,JSTOR_ARTS_AND_SCIENCES_V
111021321922001,"<iframe src=""https://ocul.scholarsportal.info/licenses/staff/?tag=Project_Euclid/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",111021321922000,PROJECT_EUCLID_COMPLETE
111021672379001,"<iframe src=https://york.scholarsportal.info/licenses/HeinOnline/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",111021672379000,HEIN_ONLINE_LAW_JOURNAL_LIBRARY
111026746359001,"<iframe src=""https://york.scholarsportal.info/licenses/IEEE_Proceedings/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",111026746359000,IEEE_XPLORE_CONFERENCE_PROCEEDINGS_IEL
111031861479000,"<iframe src=""https://york.scholarsportal.info/licenses/Gale_Databases/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",111031861411000,GALEGROUP_GN_LITERATURE_RESOURCE_CENTER
111035898287001,"<iframe src=""https://york.scholarsportal.info/licenses/Books_24x7_IT_Pro/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",111035898287000,BOOKS24X7_ITPRO
111061245432001,"<iframe src=""https://york.scholarsportal.info/licenses/DOAJ/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",111061245432000,DOAJ_DIRECTORY_OPEN_ACCESS_JOURNALS_FREE
111071177132001,"<iframe src=https://york.scholarsportal.info/licenses/Palgrave_Journals/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",111071177132000,SPRINGER_PALGRAVE_MACMILLAN_JOURNALS
111071778710001,"<iframe src=""https://york.scholarsportal.info/licenses/OECD_iLibrary/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",111071778709000,OECD_ILIBRARY_PERIODICALS
111074546445001,"<iframe src=""https://york.scholarsportal.info/licenses/Erudit_Scholarly_Journals_Collection/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",111074546445000,ERUDIT
111074637444001,"<iframe src=""https://york.scholarsportal.info/licenses/Communication_and_Mass_Media_Complete/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",111074637443000,EBSCOHOST_COMM_MASS_MEDIA_COMPLETE
3790000000000675,"<iframe src=http://york.scholarsportal.info/licenses/Oxford_Dictionary_of_National_Biography/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",3790000000000852,OXFORD_DICTIONARY_OF_NATIONAL_BIOGRAPHY
3240000000000008,"<iframe src=""https://york.scholarsportal.info/licenses/Twentieth_Century_North_American_Drama/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",3240000000000008,ALEXANDER_STREET_PRESS_20TH_CENTURY_NORTH_AMERICAN_DRAMA_FIRST_ED_PRE_OCT_2012
111087308098001,"<iframe src=""https://york.scholarsportal.info/licenses/Oxford_Scholarship_Online/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",111087308098000,OXFORD_SCHOLARSHIP_ONLINE_COMPLETE
111090512560001,"<iframe src=""http://york.scholarsportal.info/licenses/Books24x7/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",111090512560000,BOOKS24X7_BUSINESSPRO
111090512747001,"<iframe src=""https://york.scholarsportal.info/licenses/Books_24x7_Finance_Pro/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",111090512747000,BOOKS24X7_FINANCEPRO
111095095242001,"<iframe src=""https://york.scholarsportal.info/licenses/Serials_Directory/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",111095095241000,EBSCOHOST_SERIALS_DIRECTORY
1000000000000014,"<iframe src=""https://york.scholarsportal.info/licenses/american_academy_of_family/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000011,HIGHWIRE_PRESS_AMERICAN_ACADEMY_OF_FAMILY_PHYSICIANS
1000000000000020,"<iframe src=""https://york.scholarsportal.info/licenses/american/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000013,AMERICAN_ACADEMY_OF_PEDIATRICS
1000000000000038,"<iframe src=""https://york.scholarsportal.info/licenses/american_association_of_immunologists/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000019,HIGHWIRE_PRESS_AMERICAN_ASSOCIATION_OF_IMMUNOLOGISTS
1000000000000071,"<iframe src=""https://york.scholarsportal.info/licenses/american_heart/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000030,AMERICAN_HEART_ASSOCIATION
1000000000000107,"<iframe src=""https://york.scholarsportal.info/licenses/ASBMB/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000000042,HIGHWIRE_PRESS_AMERICAN_SOCIETY_FOR_BIOCHEMISTRY_AND_MOLECULAR_BIOLOGY
1000000000000110,"<iframe src=""https://york.scholarsportal.info/licenses/american_society/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000043,AMERICAN_SOCIETY_FOR_CELL_BIOLOGY
1000000000000125,"<iframe src=""https://york.scholarsportal.info/licenses/ASM_Journal_Online/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000048,HIGHWIRE_PRESS_AMERICAN_SOCIETY_FOR_MICROBIOLOGY
1000000000000257,"<iframe src=https://york.scholarsportal.info/licenses/Endocrine_Society_Online_Journals/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000092,ENDOCRINE_SOCIETY
1000000000000272,"<iframe src=""https://york.scholarsportal.info/licenses/FASEB/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000097,FEDERATION_OF_AMERICAN_SOCIETIES_FOR_EXPERIMENTAL_BIOLOGY
1000000000000386,"<iframe src=""https://york.scholarsportal.info/licenses/Rockefeller_University_Press/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000135,HIGHWIRE_PRESS_ROCKEFELLER_UNIVERSITY_PRESS
1000000000000389,"<iframe src=""https://york.scholarsportal.info/licenses/Royal_College_of_Psychiatrists/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000136,HIGHWIRE_PRESS_ROYAL_COLLEGE_OF_PSYCHIATRISTS
1000000000000404,"<iframe src=https://york.scholarsportal.info/licenses/Society_for_General_Microbiology_Online_Journals/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000000142,MICROBIOLOGY_SOCIETY
1000000000000410,"<iframe src=""https://york.scholarsportal.info/licenses/Society_for_Neuroscience/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000144,HIGHWIRE_PRESS_SOCIETY_FOR_NEUROSCIENCE
1000000000001014,"<iframe src=""https://york.scholarsportal.info/licenses/Health_and_Wellness_Resource_Center/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000000488,GALE_HEALTH_AND_WELLNESS
1000000000000460,"<iframe src=""https://york.scholarsportal.info/licenses/American_Institute_of_Physics/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000000178,AIP_JOURNALS
1000000000000507,"<iframe src=""https://york.scholarsportal.info/licenses/Canadian_Academic_Accounting_Association/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000206,METAPRESS_CANADIAN_ACADEMIC_ACCOUNTING_A
1000000000002079,"<iframe src=https://york.scholarsportal.info/licenses/Taylor/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000001432,TAYLOR_FRANCIS_JOURNALS_COMPLETE
2660000000000031,"<iframe src="" https://york.scholarsportal.info/licenses/Palgrave_Dictionary_of_Economics/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",2660000000000031,PALGRAVE_CONNECT_EBOOKS_DICTIONARY_OF_ECONOMICS_ARCHIVE
1000000000001051,"<iframe src=""https://york.scholarsportal.info/licenses/Locus_SIAMs_Online_Journal_Archive/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000524,LOCUS_SIAMS_ONLINE_JOURNAL_ARCHIVE
1000000000001057,"<iframe src=""https://york.scholarsportal.info/licenses/LGBT/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000000528,EBSCOHOST_LGBT_LIFE_PLUS_FT
1000000000001073,"<iframe src=""https://york.scholarsportal.info/licenses/american_counseling/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000540,METAPRESS_AMERICAN_COUNSELING_ASSOCIATIO
1000000000001197,"<iframe src=""https://york.scholarsportal.info/licenses/american_institute/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000000610,AMERICAN_INSTITUTE_OF_MATHEMATICAL_SCIEN
1000000000001209,"<iframe src=""https://york.scholarsportal.info/licenses/Duke_Journals/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000000619,DUKE_UNIVERSITY_PRESS
1000000000001258,"<iframe src=https://york.scholarsportal.info/licenses/Safari_Books_Online/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000000645,PROQUEST_SAFARI_TECH_BOOKS_ONLINE
1000000000001282,"<iframe src=https://york.scholarsportal.info/licenses/SpringerLink_Online_Journals/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000664,SPRINGER_LINK_JOURNALS_COMPLETE
1000000000001286,"<iframe src=""https://york.scholarsportal.info/licenses/Contemporary_Womens_Issues/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000667,GALEGROUP_CONTEMPORARY_WOMENS_ISSUES
1000000000001325,"<iframe src=""https://york.scholarsportal.info/licenses/Times_Digital_Archive/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000000699,GALEGROUP_DB_TIMES_DIGITAL_ARCHIVE
1000000000001335,"<iframe src=https://york.scholarsportal.info/licenses/MIT_Press_Online_Journals/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000706,MIT_PRESS_JOURNALS
1000000000001350,"<iframe src=""https://york.scholarsportal.info/licenses/Project_Muse/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000000720,PROJECT_MUSE_PREMIUM_COLLECTION
1000000000001355,"<iframe src=""https://york.scholarsportal.info/licenses/Longwoods/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000723,LONGWOODS_PUBLISHING
1000000000002555,"<iframe src=https://york.scholarsportal.info/licenses/ACLS/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""> <p>Your browser does not support iframes.</p> </iframe>",1000000000001895,ACLS_HUMANITIES_EBOOK
1000000000001373,"<iframe src=""https://york.scholarsportal.info/licenses/Hindawi_Journals/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000000736,HINDAWI_PUBLISHING_OPEN_ACCESS_JOURNALS_FREE
1000000000002119,"<iframe src=""https://york.scholarsportal.info/licenses/CAIRN_Bouquet_General/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000001469,CAIRN_JOURNALS_GENERAL
1000000000002113,"<iframe src=""https://york.scholarsportal.info/licenses/Gale_Databases/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>",1000000000001464,GALEGROUP_ACADEMIC_ONEFILE
1000000000002155,"<iframe src=""https://york.scholarsportal.info/licenses/SPORTDiscus/sfx"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000001502,EBSCOHOST_SPORTDISCUS_WITH_FULL_TEXT
1000000000002469,"<iframe src=https://york.scholarsportal.info/licenses/HeinOnline/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000001814,HEIN_ONLINE_WORLD_TRIALS_LIBRARY
1000000000002470,"<iframe src=https://york.scholarsportal.info/licenses/HeinOnline/sfx width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe> ",1000000000001815,HEIN_ONLINE_SESSION_LAWS
